business_id,name,state_,city,stars,review_count,is_open,categories,customer_stars,date_
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,5/2/2020 21:57
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,8/2/2020 0:14
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,8/23/2020 17:40
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,5/12/2020 18:38
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,1/26/2020 21:19
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,7/31/2020 17:03
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,2/11/2020 14:02
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,7/12/2020 22:34
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,5/31/2020 11:38
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,8/1/2020 22:31
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,3/6/2020 0:51
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,4/14/2020 22:15
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,9/7/2020 23:20
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,1/1/2020 21:17
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,3/3/2020 15:38
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,11/15/2020 0:40
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,1/14/2020 15:18
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,1/26/2020 1:02
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",3,10/8/2020 22:09
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,7/11/2020 18:59
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,7/12/2020 15:49
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,2/29/2020 23:46
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,3/6/2020 0:37
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,12/19/2020 23:22
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,9/17/2020 21:57
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,8/21/2020 22:02
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,12/13/2020 18:00
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,10/22/2020 22:16
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,9/29/2020 20:47
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,5/31/2020 0:54
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,11/4/2020 19:14
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,10/31/2020 19:34
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,12/7/2020 2:15
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,8/28/2020 1:19
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,12/2/2020 22:27
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",3,3/15/2020 15:16
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,4/17/2020 1:41
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,8/18/2020 1:25
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,1/26/2020 13:32
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,7/17/2020 13:55
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",3,5/29/2020 15:25
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,11/29/2020 14:05
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,10/8/2020 23:51
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,9/11/2020 22:18
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,10/10/2020 11:48
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,7/12/2020 16:07
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,3/9/2020 19:12
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,6/28/2020 2:46
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,6/25/2020 23:54
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,11/14/2020 21:05
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,2/29/2020 19:13
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,6/25/2020 0:31
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,6/21/2020 16:10
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,12/10/2020 1:04
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,6/23/2020 14:57
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,3/3/2020 21:24
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,2/18/2020 4:50
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,6/15/2020 19:06
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,9/5/2020 14:46
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,3/8/2020 1:44
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,4/5/2020 12:30
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,8/25/2020 5:34
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",3,9/8/2020 18:39
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,12/5/2020 0:17
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,8/4/2020 16:04
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,2/9/2020 14:13
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",4,2/29/2020 19:10
fh-Guneo3jPLadG5rSsOWA,101 Beer Kitchen,OH,Gahanna,4.5,406,1,"American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Comfort Food",5,9/5/2020 21:21
