business_id,name,state_,city,stars,review_count,is_open,categories,customer_stars,date_
KPZHg7BGkyhLAZmUTIJnMw,& Juice Co.,OH,Columbus,4.5,16,0,"Juice Bars & Smoothies, Vegan, Food, Restaurants, Vegetarian, Gluten-Free",5,1/20/2019 17:28
KPZHg7BGkyhLAZmUTIJnMw,& Juice Co.,OH,Columbus,4.5,16,0,"Juice Bars & Smoothies, Vegan, Food, Restaurants, Vegetarian, Gluten-Free",5,2/17/2019 2:45
KPZHg7BGkyhLAZmUTIJnMw,& Juice Co.,OH,Columbus,4.5,16,0,"Juice Bars & Smoothies, Vegan, Food, Restaurants, Vegetarian, Gluten-Free",5,8/7/2019 19:15
KPZHg7BGkyhLAZmUTIJnMw,& Juice Co.,OH,Columbus,4.5,16,0,"Juice Bars & Smoothies, Vegan, Food, Restaurants, Vegetarian, Gluten-Free",4,3/3/2019 20:32
KPZHg7BGkyhLAZmUTIJnMw,& Juice Co.,OH,Columbus,4.5,16,0,"Juice Bars & Smoothies, Vegan, Food, Restaurants, Vegetarian, Gluten-Free",4,5/24/2019 13:33
KPZHg7BGkyhLAZmUTIJnMw,& Juice Co.,OH,Columbus,4.5,16,0,"Juice Bars & Smoothies, Vegan, Food, Restaurants, Vegetarian, Gluten-Free",4,5/25/2019 15:40
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,9/7/2019 16:39
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,11/18/2019 0:06
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",3,1/26/2019 5:07
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,9/25/2019 21:51
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,10/21/2019 14:42
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",3,12/1/2019 3:51
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,7/26/2019 15:29
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,11/10/2019 1:07
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,4/15/2019 4:38
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,1/31/2019 20:46
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,9/25/2019 2:03
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,11/11/2019 2:02
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,12/28/2019 15:54
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,5/16/2019 10:56
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,5/19/2019 21:53
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,4/21/2019 0:34
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,8/27/2019 17:09
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,11/12/2019 18:00
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,7/16/2019 23:27
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,1/30/2019 2:34
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,2/26/2019 14:59
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,5/11/2019 3:07
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",4,5/1/2019 1:57
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,12/12/2019 22:03
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",3,6/22/2019 21:26
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",3,4/2/2019 0:13
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,1/30/2019 20:38
JqSL9fNnkwsxQkqGJyHJ2g,101 Beer Kitchen,OH,Westerville,4.5,318,1,"Gastropubs, Breakfast & Brunch, American (New), Restaurants, Sandwiches",5,2/7/2019 23:41
